COUNTRY_NAME,YEAR,SUM(F.CO2)
Palau,2016,"287,742736"
Palau,2017,"291,347709"
Palau,2018,"284,818228"
Palau,2019,"291,936917"
Palau,2020,"290,960539"
Palau,2021,"290,960539"
Qatar,,"37202,6203"
Qatar,2000,"1377,76352"
Qatar,1990,"575,018791"
Qatar,1991,"855,913476"
Qatar,1992,"1297,40349"
Qatar,1993,"1468,51214"
Qatar,1994,"1434,40708"
Qatar,1995,"1462,98745"
Qatar,1996,"1454,53877"
Qatar,1997,"1649,3715"
Qatar,1998,"1380,29959"
Qatar,1999,"1293,86263"
Qatar,2001,"1608,30033"
Qatar,2002,"1524,28019"
Qatar,2003,"1453,84196"
Qatar,2004,"1360,71596"
Qatar,2005,"1405,75446"
Qatar,2006,"1483,04184"
Qatar,2007,"1238,97921"
Qatar,2008,"1073,42937"
Qatar,2009,"994,787274"
Qatar,2010,"929,838762"
Qatar,2011,"938,932182"
Qatar,2012,"1008,74789"
Qatar,2013,"849,41594"
Qatar,2014,"882,420366"
Qatar,2015,"843,157488"
Qatar,2016,"803,864112"
Qatar,2017,"878,68323"
Qatar,2018,"922,552614"
Qatar,2019,"974,865072"
Qatar,2020,"888,466821"
Qatar,2021,"888,466821"
Samoa,,"704,739943"
Samoa,2000,"19,6590505"
Samoa,1990,"12,9632992"
Samoa,1991,"13,9413282"
Samoa,1992,"14,3469213"
Samoa,1993,"14,7329747"
Samoa,1994,"13,5531554"
Samoa,1995,"16,0297317"
Samoa,1996,"17,4680571"
Samoa,1997,"17,3763861"
Samoa,1998,"19,8427438"
Samoa,1999,"18,7414247"
Samoa,2001,"21,0577449"
Samoa,2002,"21,9338235"
Samoa,2003,"21,3044556"
Samoa,2004,"22,1575676"
Samoa,2005,"22,5061343"
Samoa,2006,"22,8501294"
Samoa,2007,"23,669622"
Samoa,2008,"21,1132634"
Samoa,2009,"21,91725"
Samoa,2010,"23,645193"
Samoa,2011,"24,3918728"
Samoa,2012,"23,7170856"
Samoa,2013,"24,4369173"
Samoa,2014,"25,1610386"
Samoa,2015,"28,1742312"
Samoa,2016,"29,3820649"
Samoa,2017,"30,1597117"
Samoa,2018,"29,1432679"
Samoa,2019,"29,8926924"
Samoa,2020,"29,7354017"
Samoa,2021,"29,7354017"
Spain,,"5009,54894"
Spain,2000,"183,056349"
Spain,1990,"141,538352"
Spain,1991,"147,13767"
Spain,1992,"152,13964"
Spain,1993,"146,432344"
Spain,1994,"153,517433"
Spain,1995,"161,332385"
Spain,1996,"153,278786"
Spain,1997,"160,310614"
Spain,1998,"164,80841"
Spain,1999,"177,705139"
Spain,2001,"182,002911"
Spain,2002,"190,906718"
Spain,2003,"190,269871"
Spain,2004,"196,513702"
Spain,2005,"201,556746"
Spain,2006,"193,542145"
Spain,2007,"194,701385"
Spain,2008,"175,44234"
Spain,2009,"153,213744"
Spain,2010,"145,169347"
Spain,2011,"145,133658"
Spain,2012,"142,258782"
Spain,2013,"129,242588"
Spain,2014,"130,865779"
Spain,2015,"139,7127"
Spain,2016,"134,19765"
Spain,2017,"141,30271"
Spain,2018,"138,631942"
Spain,2019,"129,148061"
Spain,2020,"107,239521"
Spain,2021,"107,239521"
Sudan,,"251,138566"
Sudan,2000,"4,44837886"
Sudan,1990,"5,68075884"
Sudan,1991,"5,13109651"
Sudan,1992,"4,41289284"
Sudan,1993,"2,9257673"
Sudan,1994,"3,892287"
Sudan,1995,"3,88755276"
Sudan,1996,"3,90044815"
Sudan,1997,"4,66516044"
Sudan,1998,"3,95330158"
Sudan,1999,"4,1869835"
Sudan,2001,"4,99124059"
Sudan,2002,"6,20208943"
Sudan,2003,"6,74904607"
Sudan,2004,"8,31725674"
Sudan,2005,"7,77635424"
Sudan,2006,"8,3257619"
Sudan,2007,"9,57066924"
Sudan,2008,"9,89746267"
Sudan,2009,"10,0797933"
Sudan,2010,"10,002671"
Sudan,2011,"9,51651022"
Sudan,2012,"9,64057279"
Sudan,2013,"10,4716832"
Sudan,2014,"10,5186905"
Sudan,2015,"12,4387071"
Sudan,2016,"11,6311415"
Sudan,2017,"12,7692777"
Sudan,2018,"12,1603196"
Sudan,2019,"12,3502922"
Sudan,2020,"10,3221993"
Sudan,2021,"10,3221993"
Tonga,,"844,395762"
Tonga,2000,"23,3363886"
Tonga,1990,"19,424376"
Tonga,1991,"24,0045356"
Tonga,1992,"17,5136427"
Tonga,1993,"21,1656708"
Tonga,1994,"22,9624291"
Tonga,1995,"23,8219555"
Tonga,1996,"19,1814528"
Tonga,1997,"24,5735518"
Tonga,1998,"21,7501855"
Tonga,1999,"27,0622269"
Tonga,2001,"21,4288586"
Tonga,2002,"24,8647775"
Tonga,2003,"28,2561327"
Tonga,2004,"26,3234149"
Tonga,2005,"27,0147168"
Tonga,2006,"30,2613415"
Tonga,2007,"26,573342"
Tonga,2008,"28,0699175"
Tonga,2009,"30,4706902"
Tonga,2010,"27,0613352"
Tonga,2011,"23,7747436"
Tonga,2012,"24,8229946"
Tonga,2013,"26,7856301"
Tonga,2014,"26,9818268"
Tonga,2015,"28,7935226"
Tonga,2016,"30,4327964"
Tonga,2017,"37,0713151"
Tonga,2018,"32,380011"
Tonga,2019,"32,9634237"
Tonga,2020,"32,6342779"
Tonga,2021,"32,6342779"
Yemen,,"570,893281"
Yemen,2000,"19,9556645"
Yemen,1990,"19,5119502"
Yemen,1991,"17,8064861"
Yemen,1992,"18,2926945"
Yemen,1993,"15,1832511"
Yemen,1994,"15,077202"
Yemen,1995,"16,659636"
Yemen,1996,"16,3311607"
Yemen,1997,"16,9997023"
Yemen,1998,"17,6013704"
Yemen,1999,"19,4653448"
Yemen,2001,"21,4530192"
Yemen,2002,"20,2402871"
Yemen,2003,"21,5935528"
Yemen,2004,"22,9030581"
Yemen,2005,"23,6263956"
Yemen,2006,"24,4608594"
Yemen,2007,"23,3646446"
Yemen,2008,"24,1459746"
Yemen,2009,"25,8492498"
Yemen,2010,"23,9955897"
Yemen,2011,"20,3533764"
Yemen,2012,"17,9150905"
Yemen,2013,"23,8369826"
Yemen,2014,"22,5057462"
Yemen,2015,"11,5990825"
Yemen,2016,"9,21097188"
Yemen,2017,"8,58004502"
Yemen,2018,"8,40771485"
Yemen,2019,"8,24669923"
Yemen,2020,"7,86023882"
Yemen,2021,"7,86023882"
Angola,,"636,852218"
Angola,2000,"13,9298451"
Angola,1990,"10,3100625"
Angola,1991,"9,92239222"
Angola,1992,"9,79236912"
Angola,1993,"10,5515169"
Angola,1994,"6,86831587"
Angola,1995,"18,8432928"
Angola,1996,"17,3724659"
Angola,1997,"11,8578469"
Angola,1998,"11,35717"
Angola,1999,"13,8102104"
Angola,2001,"13,6967416"
Angola,2002,"17,2582455"
Angola,2003,"11,9049886"
Angola,2004,"23,9263744"
Angola,2005,"23,4719225"
Angola,2006,"26,3247348"
Angola,2007,"28,674709"
Angola,2008,"28,1932854"
Angola,2009,"29,3840163"
Angola,2010,"29,6600747"
Angola,2011,"30,0533829"
Angola,2012,"32,3090899"
Angola,2013,"30,6539481"
Angola,2014,"29,6606694"
Angola,2015,"28,9376623"
Angola,2016,"26,1312815"
Angola,2017,"22,8760423"
Angola,2018,"18,9880962"
Angola,2019,"17,7117981"
Angola,2020,"16,2098336"
Angola,2021,"16,2098336"
Belize,,"1241,4107"
Belize,2000,"38,4005823"
Belize,1990,"39,8532674"
Belize,1991,"51,0694404"
Belize,1992,"43,8949384"
Belize,1993,"45,8317394"
Belize,1994,"44,4740183"
Belize,1995,"43,7631847"
Belize,1996,"34,5716639"
Belize,1997,"42,0666125"
Belize,1998,"38,5740345"
Belize,1999,"34,9553952"
Belize,2001,"42,0611378"
Belize,2002,"39,547523"
Belize,2003,"38,5131298"
Belize,2004,"34,0291641"
Belize,2005,"35,632981"
Belize,2006,"36,5228316"
Belize,2007,"38,229847"
Belize,2008,"34,1059177"
Belize,2009,"39,4046813"
Belize,2010,"40,0870795"
Belize,2011,"40,2082141"
Belize,2012,"32,0002367"
Belize,2013,"30,5231766"
Belize,2014,"31,8529796"
Belize,2015,"42,6361679"
Belize,2016,"40,5785016"
Belize,2017,"39,3145789"
Belize,2018,"37,8766338"
Belize,2019,"40,4790536"
Belize,2020,"35,1759936"
Belize,2021,"35,1759936"
Bhutan,,"711,168583"
Bhutan,2000,"15,5478739"
Bhutan,1990,"5,79829843"
Bhutan,1991,"7,87607177"
Bhutan,1992,"9,19156769"
Bhutan,1993,"7,75522159"
Bhutan,1994,"9,09559558"
Bhutan,1995,"10,6061128"
Bhutan,1996,"12,5734443"
Bhutan,1997,"16,3312181"
Bhutan,1998,"15,6639977"
Bhutan,1999,"15,447471"
Bhutan,2001,"14,6713935"
Bhutan,2002,"15,6233097"
Bhutan,2003,"13,7779272"
Bhutan,2004,"10,9263558"
Bhutan,2005,"14,0014397"
Bhutan,2006,"13,6678176"
Bhutan,2007,"13,4782426"
Bhutan,2008,"14,3468337"
Bhutan,2009,"13,0610343"
Bhutan,2010,"16,2702132"
Bhutan,2011,"23,1045236"
Bhutan,2012,"26,4335551"
Bhutan,2013,"28,8167471"
Bhutan,2014,"31,6575505"
Bhutan,2015,"31,8199254"
Bhutan,2016,"37,6691987"
Bhutan,2017,"39,8775154"
Bhutan,2018,"45,6815326"
Bhutan,2019,"60,6217861"
Bhutan,2020,"59,887404"
Bhutan,2021,"59,887404"
Brazil,,"1569,16698"
Brazil,2000,"46,7096294"
Brazil,1990,"35,2193187"
Brazil,1991,"36,3041755"
Brazil,1992,"36,3441367"
Brazil,1993,"37,382075"
Brazil,1994,"38,2358662"
Brazil,1995,"39,7992602"
Brazil,1996,"42,1801"
Brazil,1997,"44,057283"
Brazil,1998,"44,8602926"
Brazil,1999,"45,5791806"
Brazil,2001,"46,8858296"
Brazil,2002,"46,4881101"
Brazil,2003,"45,495376"
Brazil,2004,"47,1419047"
Brazil,2005,"46,9835068"
Brazil,2006,"47,0480331"
Brazil,2007,"49,3016892"
Brazil,2008,"51,5715947"
Brazil,2009,"48,2478131"
Brazil,2010,"53,9893707"
Brazil,2011,"56,2081163"
Brazil,2012,"60,0109292"
Brazil,2013,"63,5609423"
Brazil,2014,"66,0355943"
Brazil,2015,"62,1331349"
Brazil,2016,"57,3621307"
Brazil,2017,"57,8259334"
Brazil,2018,"55,418364"
Brazil,2019,"55,2431202"
Brazil,2020,"52,7720868"
Brazil,2021,"52,7720868"
Brunei,,"14106,7481"
Brunei,2000,"330,719013"
Brunei,1990,"574,070137"
Brunei,1991,"478,314113"
Brunei,1992,"456,547836"
Brunei,1993,"423,006167"
Brunei,1994,"388,861788"
Brunei,1995,"386,534461"
Brunei,1996,"373,548857"
Brunei,1997,"379,412613"
Brunei,1998,"387,95528"
Brunei,1999,"279,809938"
Brunei,2001,"309,816077"
Brunei,2002,"294,402824"
Brunei,2003,"303,670891"
Brunei,2004,"325,385816"
Brunei,2005,"320,086329"
Brunei,2006,"307,085504"
Brunei,2007,"531,889643"
Brunei,2008,"568,750807"
Brunei,2009,"484,224784"
Brunei,2010,"497,777412"
Brunei,2011,"581,863811"
Brunei,2012,"571,053337"
Brunei,2013,"452,700528"
Brunei,2014,"522,762825"
Brunei,2015,"402,266532"
Brunei,2016,"431,296808"
Brunei,2017,"540,076754"
Brunei,2018,"536,68405"
Brunei,2019,"551,587062"
Brunei,2020,"557,293036"
Brunei,2021,"557,293036"
Canada,,"12852,3731"
Canada,2000,"444,523504"
Canada,1990,"399,115874"
Canada,1991,"386,993235"
Canada,1992,"394,144799"
Canada,1993,"390,074684"
Canada,1994,"397,717203"
Canada,1995,"404,017699"
Canada,1996,"413,064906"
Canada,1997,"420,634823"
Canada,1998,"422,87854"
Canada,1999,"430,641483"
Canada,2001,"434,487729"
Canada,2002,"434,663753"
Canada,2003,"443,858775"
Canada,2004,"438,095074"
Canada,2005,"429,683025"
Canada,2006,"421,484485"
Canada,2007,"433,392818"
Canada,2008,"417,090449"
Canada,2009,"388,745731"
Canada,2010,"392,745321"
Canada,2011,"395,981987"
Canada,2012,"391,223099"
Canada,2013,"390,088476"
Canada,2014,"383,955591"
Canada,2015,"381,758051"
Canada,2016,"369,118233"
Canada,2017,"372,008447"
Canada,2018,"375,116761"
Canada,2019,"373,61559"
Canada,2020,"340,726499"
Canada,2021,"340,726499"
Cyprus,,"5291,26822"
Cyprus,2000,"181,160831"
Cyprus,1990,"145,628249"
Cyprus,1991,"157,559722"
Cyprus,1992,"165,350713"
Cyprus,1993,"168,823054"
Cyprus,1994,"172,037606"
Cyprus,1995,"164,762685"
Cyprus,1996,"170,979697"
Cyprus,1997,"169,93548"
Cyprus,1998,"174,507374"
Cyprus,1999,"178,148386"
Cyprus,2001,"174,807243"
Cyprus,2002,"176,4716"
Cyprus,2003,"182,958504"
Cyprus,2004,"185,288319"
Cyprus,2005,"185,780928"
Cyprus,2006,"187,83461"
Cyprus,2007,"191,817154"
Cyprus,2008,"193,366822"
Cyprus,2009,"185,092019"
Cyprus,2010,"174,715354"
Cyprus,2011,"166,125994"
Cyprus,2012,"153,545143"
Cyprus,2013,"138,089601"
Cyprus,2014,"144,749606"
Cyprus,2015,"144,092818"
Cyprus,2016,"151,216857"
Cyprus,2017,"153,053969"
Cyprus,2018,"148,131157"
Cyprus,2019,"146,97253"
Cyprus,2020,"129,132097"
Cyprus,2021,"129,132097"
France,,"4728,33237"
France,2000,"165,070076"
France,1990,"166,445846"
France,1991,"175,901955"
France,1992,"170,918319"
France,1993,"162,174206"
France,1994,"158,79627"
France,1995,"160,261356"
France,1996,"166,476935"
France,1997,"162,929918"
France,1998,"169,969458"
France,1999,"168,25083"
France,2001,"165,916403"
France,2002,"162,937942"
France,2003,"164,090387"
France,2004,"163,35916"
France,2005,"163,160983"
France,2006,"158,322894"
France,2007,"153,392329"
France,2008,"149,68529"
France,2009,"141,457285"
France,2010,"143,732258"
France,2011,"134,282483"
France,2012,"134,389376"
France,2013,"134,299768"
France,2014,"121,838671"
France,2015,"122,846493"
France,2016,"123,800625"
France,2017,"124,731361"
France,2018,"119,047004"
France,2019,"116,418985"
France,2020,"101,71375"
France,2021,"101,71375"
Gambia,,"166,369221"
Gambia,2000,"5,00507323"
Gambia,1990,"4,96931225"
Gambia,1991,"4,7836901"
Gambia,1992,"4,62165989"
Gambia,1993,"4,72483697"
Gambia,1994,"4,58083078"
Gambia,1995,"4,59723103"
Gambia,1996,"4,53242916"
Gambia,1997,"4,4680415"
Gambia,1998,"4,68747502"
Gambia,1999,"5,1640667"
Gambia,2001,"5,30177035"
Gambia,2002,"5,13494287"
Gambia,2003,"4,97322276"
Gambia,2004,"5,17085225"
Gambia,2005,"5,06976235"
Gambia,2006,"5,30446229"
Gambia,2007,"5,14789176"
Gambia,2008,"5,20551595"
Gambia,2009,"5,25515736"
Gambia,2010,"5,78653978"
Gambia,2011,"5,80486294"
Gambia,2012,"5,72392944"
Gambia,2013,"5,28407424"
Gambia,2014,"6,08240342"
Gambia,2015,"6,02859252"
Gambia,2016,"5,93295166"
Gambia,2017,"5,79909833"
Gambia,2018,"5,70786994"
Gambia,2019,"5,59143266"
Gambia,2020,"4,9646207"
Gambia,2021,"4,9646207"
Greece,,"6386,90762"
Greece,2000,"223,06017"
Greece,1990,"195,796594"
Greece,1991,"194,04805"
Greece,1992,"195,733072"
Greece,1993,"192,058964"
Greece,1994,"194,891756"
Greece,1995,"194,267165"
Greece,1996,"197,483397"
Greece,1997,"206,459613"
Greece,1998,"215,804001"
Greece,1999,"213,186699"
Greece,2001,"227,155828"
Greece,2002,"225,401114"
Greece,2003,"233,370378"
Greece,2004,"234,011809"
Greece,2005,"243,598656"
Greece,2006,"241,330584"
Greece,2007,"247,313549"
Greece,2008,"241,56976"
Greece,2009,"228,52934"
Greece,2010,"214,617148"
Greece,2011,"209,54602"
Greece,2012,"203,534603"
Greece,2013,"182,642"
Greece,2014,"176,41435"
Greece,2015,"168,771913"
Greece,2016,"161,3674"
Greece,2017,"169,973121"
Greece,2018,"163,784424"
Greece,2019,"150,634304"
Greece,2020,"120,275919"
Greece,2021,"120,275919"
Guinea,,"156,915799"
Guinea,2000,"4,34291623"
Guinea,1990,"3,79290406"
Guinea,1991,"3,76768627"
Guinea,1992,"3,78401671"
Guinea,1993,"3,78659873"
Guinea,1994,"3,81228043"
Guinea,1995,"3,8468009"
Guinea,1996,"3,97053398"
Guinea,1997,"4,0397412"
Guinea,1998,"4,16141856"
Guinea,1999,"4,26859056"
Guinea,2001,"4,45066406"
Guinea,2002,"4,53720758"
Guinea,2003,"4,66148366"
Guinea,2004,"4,73883238"
Guinea,2005,"4,80733416"
Guinea,2006,"4,87507555"
Guinea,2007,"4,96129399"
Guinea,2008,"4,92110316"
Guinea,2009,"5,08326134"
Guinea,2010,"5,8496635"
Guinea,2011,"5,97462379"
Guinea,2012,"5,45676218"
Guinea,2013,"4,65003682"
Guinea,2014,"4,6605402"
Guinea,2015,"5,1459366"
Guinea,2016,"5,61090415"
Guinea,2017,"6,44175492"
Guinea,2018,"7,1259797"
Guinea,2019,"6,98487838"
Guinea,2020,"6,20248774"
Guinea,2021,"6,20248774"
Guyana,,"1826,54397"
Guyana,2000,"56,1724353"
Guyana,1990,"36,4370672"
Guyana,1991,"35,6708226"
Guyana,1992,"33,3613856"
Guyana,1993,"33,2307888"
Guyana,1994,"46,1185722"
Guyana,1995,"49,4381255"
Guyana,1996,"52,1296801"
Guyana,1997,"57,1969867"
Guyana,1998,"58,2123649"
Guyana,1999,"58,649493"
Guyana,2001,"56,1702402"
Guyana,2002,"55,2575293"
Guyana,2003,"59,8306634"
Guyana,2004,"62,0261567"
Guyana,2005,"52,090495"
Guyana,2006,"48,5439"
Guyana,2007,"57,2515587"
Guyana,2008,"54,8696669"
Guyana,2009,"61,2712279"
Guyana,2010,"60,4294429"
Guyana,2011,"62,5572452"
Guyana,2012,"62,2780809"
Guyana,2013,"60,2240266"
Guyana,2014,"61,9979565"
Guyana,2015,"62,6494595"
Guyana,2016,"72,9643957"
Guyana,2017,"71,8091076"
Guyana,2018,"76,4358683"
Guyana,2019,"76,237343"
Guyana,2020,"67,515943"
Guyana,2021,"67,515943"
Israel,,"6726,78945"
Israel,2000,"240,241778"
Israel,1990,"193,281783"
Israel,1991,"189,040512"
Israel,1992,"212,501031"
Israel,1993,"215,365921"
Israel,1994,"223,165844"
Israel,1995,"227,03257"
Israel,1996,"229,793876"
Israel,1997,"236,551561"
Israel,1998,"235,860819"
Israel,1999,"225,606405"
Israel,2001,"249,570576"
Israel,2002,"230,695638"
Israel,2003,"238,589291"
Israel,2004,"220,166922"
Israel,2005,"207,76212"
Israel,2006,"223,26853"
Israel,2007,"220,120719"
Israel,2008,"232,383266"
Israel,2009,"213,164722"
Israel,2010,"223,085503"
Israel,2011,"219,881236"
Israel,2012,"235,69819"
Israel,2013,"195,887776"
Israel,2014,"184,416083"
Israel,2015,"189,434041"
Israel,2016,"181,18894"
Israel,2017,"171,3953"
Israel,2018,"173,370354"
Israel,2019,"175,769472"
Israel,2020,"156,249336"
Israel,2021,"156,249336"
Jordan,,"2237,60207"
Jordan,2000,"71,2162613"
Jordan,1990,"70,5107561"
Jordan,1991,"63,2080449"
Jordan,1992,"72,3088279"
Jordan,1993,"67,2568133"
Jordan,1994,"72,1007972"
Jordan,1995,"69,0793736"
Jordan,1996,"70,1077194"
Jordan,1997,"69,6659882"
Jordan,1998,"69,1901557"
Jordan,1999,"68,0478926"
Jordan,2001,"71,8044611"
Jordan,2002,"74,1117358"
Jordan,2003,"75,0037817"
Jordan,2004,"80,3005747"
Jordan,2005,"85,0701094"
Jordan,2006,"82,2215324"
Jordan,2007,"82,246678"
Jordan,2008,"75,8382778"
Jordan,2009,"74,2871733"
Jordan,2010,"68,1353085"
Jordan,2011,"66,5354882"
Jordan,2012,"70,6469573"
Jordan,2013,"67,0874446"
Jordan,2014,"69,6818012"
Jordan,2015,"66,1893742"
Jordan,2016,"61,1552135"
Jordan,2017,"62,689663"
Jordan,2018,"60,8340246"
Jordan,2019,"61,1659787"
Jordan,2020,"59,9519324"
Jordan,2021,"59,9519324"
Kuwait,,"20067,0827"
Kuwait,2000,"626,49024"
Kuwait,1990,"433,040112"
Kuwait,1991,"176,239012"
Kuwait,1992,"372,071388"
Kuwait,1993,"665,181622"
Kuwait,1994,"798,778767"
Kuwait,1995,"815,835098"
Kuwait,1996,"736,344006"
Kuwait,1997,"767,193216"
Kuwait,1998,"675,787428"
Kuwait,1999,"661,877932"
Kuwait,2001,"655,950843"
Kuwait,2002,"651,167971"
Kuwait,2003,"661,991667"
Kuwait,2004,"688,306797"
Kuwait,2005,"752,348121"
Kuwait,2006,"742,037148"
Kuwait,2007,"717,649187"
Kuwait,2008,"743,647781"
Kuwait,2009,"739,768419"
Kuwait,2010,"716,115732"
Kuwait,2011,"653,492926"
Kuwait,2012,"717,193618"
Kuwait,2013,"556,066171"
Kuwait,2014,"490,812722"
Kuwait,2015,"571,587534"
Kuwait,2016,"611,747604"
Kuwait,2017,"562,972058"
Kuwait,2018,"554,419681"
Kuwait,2019,"551,362738"
Kuwait,2020,"499,802579"
Kuwait,2021,"499,802579"
Latvia,,"3001,857"
Latvia,2000,"71,2853646"
Latvia,1990,"177,100545"
Latvia,1991,"162,340242"
Latvia,1992,"130,003274"
Latvia,1993,"110,783413"
Latvia,1994,"97,8444961"
Latvia,1995,"87,3880597"
Latvia,1996,"89,1855519"
Latvia,1997,"84,9119984"
Latvia,1998,"82,0150509"
Latvia,1999,"76,9176593"
Latvia,2001,"76,2758019"
Latvia,2002,"77,3772684"
Latvia,2003,"80,4136266"
Latvia,2004,"81,4174778"
Latvia,2005,"83,2393351"
Latvia,2006,"89,6332963"
Latvia,2007,"94,3059175"
Latvia,2008,"90,6165501"
Latvia,2009,"83,4332579"
Latvia,2010,"96,8920566"
Latvia,2011,"89,537593"
Latvia,2012,"87,2229118"
Latvia,2013,"86,4769284"
Latvia,2014,"85,1593024"
Latvia,2015,"87,2466679"
Latvia,2016,"87,6514107"
Latvia,2017,"88,7488423"
Latvia,2018,"97,8115687"
Latvia,2019,"96,2671949"
Latvia,2020,"86,177167"
Latvia,2021,"86,177167"
Malawi,,"60,1478584"
Malawi,2000,"1,86314566"
Malawi,1990,"1,88904461"
Malawi,1991,"1,96470235"
Malawi,1992,"1,94748427"
Malawi,1993,"2,17490424"
Malawi,1994,"2,22441715"
Malawi,1995,"2,21042287"
Malawi,1996,"2,16799536"
Malawi,1997,"2,21456681"
Malawi,1998,"2,09911397"
Malawi,1999,"2,03885604"
Malawi,2001,"1,65988802"
Malawi,2002,"1,73364713"
Malawi,2003,"1,80671275"
Malawi,2004,"1,77973406"
Malawi,2005,"1,71996218"
Malawi,2006,"1,69578161"
Malawi,2007,"1,74384787"
Malawi,2008,"1,90106419"
Malawi,2009,"1,85671802"
Malawi,2010,"1,69209468"
Malawi,2011,"1,8289393"
Malawi,2012,"1,76476836"
Malawi,2013,"1,76235216"
Malawi,2014,"1,50368777"
Malawi,2015,"1,60493962"
Malawi,2016,"1,82232631"
Malawi,2017,"1,85288268"
Malawi,2018,"2,07707376"
Malawi,2019,"2,04651446"
Malawi,2020,"1,75013508"
Malawi,2021,"1,75013508"
Mexico,,"3015,49661"
Mexico,2000,"96,1133316"
Mexico,1990,"90,6449095"
Mexico,1991,"92,655289"
Mexico,1992,"91,7221906"
Mexico,1993,"91,5494784"
Mexico,1994,"93,5782351"
Mexico,1995,"86,8212218"
Mexico,1996,"89,0891009"
Mexico,1997,"93,5142321"
Mexico,1998,"97,0322984"
Mexico,1999,"96,1420952"
Mexico,2001,"98,2744877"
Mexico,2002,"97,2340889"
Mexico,2003,"101,921576"
Mexico,2004,"100,775656"
Mexico,2005,"105,049908"
Mexico,2006,"106,33645"
Mexico,2007,"105,47614"
Mexico,2008,"106,767891"
Mexico,2009,"101,558595"
Mexico,2010,"97,5588652"
Mexico,2011,"100,435695"
Mexico,2012,"101,567054"
Mexico,2013,"98,9934683"
Mexico,2014,"95,9418298"
Mexico,2015,"94,9249611"
Mexico,2016,"93,949868"
Mexico,2017,"88,4486095"
Mexico,2018,"86,5941942"
Mexico,2019,"81,9302705"
Mexico,2020,"66,4473084"
Mexico,2021,"66,4473084"
Norway,,"6825,66101"
Norway,2000,"224,943642"
Norway,1990,"198,327167"
Norway,1991,"188,53858"
Norway,1992,"192,707451"
Norway,1993,"200,193292"
Norway,1994,"209,584682"
Norway,1995,"211,708051"
Norway,1996,"227,227068"
Norway,1997,"226,715973"
Norway,1998,"226,02432"
Norway,1999,"228,766894"
Norway,2001,"231,009176"
Norway,2002,"225,021497"
Norway,2003,"231,129869"
Norway,2004,"231,517715"
Norway,2005,"224,75954"
Norway,2006,"225,835514"
Norway,2007,"232,473521"
Norway,2008,"225,546786"
Norway,2009,"215,136669"
Norway,2010,"224,46897"
Norway,2011,"217,36788"
Norway,2012,"212,259627"
Norway,2013,"210,915541"
Norway,2014,"210,388224"
Norway,2015,"210,542025"
Norway,2016,"204,762987"
Norway,2017,"201,069194"
Norway,2018,"199,93698"
Norway,2019,"191,259965"
Norway,2020,"182,761106"
Norway,2021,"182,761106"
Panama,,"1625,08309"
Panama,2000,"45,3685542"
Panama,1990,"25,5642877"
Panama,1991,"29,530129"
Panama,1992,"38,3140382"
Panama,1993,"34,544528"
Panama,1994,"37,3512918"
Panama,1995,"32,0009578"
Panama,1996,"38,1659849"
Panama,1997,"38,9368562"
Panama,1998,"48,626866"
Panama,1999,"45,4136314"
Panama,2001,"54,0108129"
Panama,2002,"44,3626738"
Panama,2003,"45,5462181"
Panama,2004,"41,9238529"
Panama,2005,"50,2403297"
Panama,2006,"53,2410915"
Panama,2007,"51,0732481"
Panama,2008,"50,0626243"
Panama,2009,"56,7322164"
Panama,2010,"59,7719211"
Panama,2011,"64,4464308"
Panama,2012,"62,1738672"
Panama,2013,"65,7863319"
Panama,2014,"66,7799618"
Panama,2015,"65,7838617"
Panama,2016,"62,7495431"
Panama,2017,"65,5230426"
Panama,2018,"61,657859"
Panama,2019,"69,4825947"
Panama,2020,"59,9587417"
Panama,2021,"59,9587417"
Poland,,"6714,59709"
Poland,2000,"197,750321"
Poland,1990,"238,233436"
Poland,1991,"235,587581"
Poland,1992,"229,170937"
Poland,1993,"228,989338"
Poland,1994,"225,381134"
Poland,1995,"226,452388"
Poland,1996,"235,305121"
Poland,1997,"228,829565"
Poland,1998,"211,188539"
Poland,1999,"205,063564"
Poland,2001,"195,479536"
Poland,2002,"191,173548"
Poland,2003,"199,53124"
Poland,2004,"202,760584"
Poland,2005,"202,279067"
Poland,2006,"211,056355"
Poland,2007,"210,69703"
Poland,2008,"206,766438"
Poland,2009,"198,273463"
Poland,2010,"209,688127"
Poland,2011,"209,558717"
Poland,2012,"205,112653"
Poland,2013,"202,912555"
Poland,2014,"195,497755"
Poland,2015,"197,771541"
Poland,2016,"204,905518"
Poland,2017,"213,536447"
Poland,2018,"213,277312"
Poland,2019,"202,400521"
Poland,2020,"189,983383"
Poland,2021,"189,983383"
Rwanda,,"54,3607595"
Rwanda,2000,"1,55830819"
Rwanda,1990,"1,72490652"
Rwanda,1991,"1,59958555"
Rwanda,1992,"1,71700106"
Rwanda,1993,"1,85045494"
Rwanda,1994,"1,86832754"
Rwanda,1995,"1,86999902"
Rwanda,1996,"1,85211406"
Rwanda,1997,"1,80387828"
Rwanda,1998,"1,65974561"
Rwanda,1999,"1,6081194"
Rwanda,2001,"1,52312993"
Rwanda,2002,"1,47772534"
Rwanda,2003,"1,42785674"
Rwanda,2004,"1,42597843"
Rwanda,2005,"1,39603846"
Rwanda,2006,"1,36521286"
Rwanda,2007,"1,4031336"
Rwanda,2008,"1,33000522"
Rwanda,2009,"1,36957529"
Rwanda,2010,"1,37076768"
